,Sample1,Sample2,L1norm,comp,n_sites
98,K002457_S13.lf_filt,K002206_S40.lf_filt,3.06249,41,1421
99,K002460_S16.lf_filt,K002206_S40.lf_filt,28.114621999999997,42,1421
100,K002461_S17.lf_filt,K002206_S40.lf_filt,27.227536,43,1421
101,K002463_S19.lf_filt,K002206_S40.lf_filt,28.780258,44,1421
102,K002464_S20.lf_filt,K002206_S40.lf_filt,14.172468000000002,45,1421
103,K002465_S21.lf_filt,K002206_S40.lf_filt,16.851112,46,1421
104,K002466_S22.lf_filt,K002206_S40.lf_filt,18.875336,47,1421
105,K002467_S23.lf_filt,K002206_S40.lf_filt,22.42757,48,1421
106,K002472_S28.lf_filt,K002206_S40.lf_filt,32.780258,49,1421
107,K002474_S30.lf_filt,K002206_S40.lf_filt,14.68601,50,1421
108,KPCOVID-0007_S5.lf_filt,K002206_S40.lf_filt,27.914714,51,1421
109,KPCOVID-0011_S9.lf_filt,K002206_S40.lf_filt,23.546519999999997,52,1421
110,KPCOVID-0016_S4.lf_filt,K002206_S40.lf_filt,30.505256,53,1421
111,KPCOVID-0017_S5.lf_filt,K002206_S40.lf_filt,22.885529999999996,54,1421
112,KPCOVID-0021REP_S7.lf_filt,K002206_S40.lf_filt,56.277891999999994,55,1421
113,KPCOVID-0026_S4.lf_filt,K002206_S40.lf_filt,31.303444000000002,56,1421
114,KPCOVID-0033_S11.lf_filt,K002206_S40.lf_filt,32.216478,57,1421
115,KPCOVID-0035_S1.lf_filt,K002206_S40.lf_filt,31.334576,58,1421
116,KPCOVID-0041_S6.lf_filt,K002206_S40.lf_filt,28.673204000000002,59,1421
117,KPCOVID-0055_S9.lf_filt,K002206_S40.lf_filt,24.662312,60,1421
118,KPCOVID-0056_S10.lf_filt,K002206_S40.lf_filt,30.983483999999997,61,1421
119,KPCOVID-0057_S11.lf_filt,K002206_S40.lf_filt,35.598832,62,1421
120,KPCOVID-0065_S7.lf_filt,K002206_S40.lf_filt,37.198696,63,1421
121,KPCOVID-0066_S8.lf_filt,K002206_S40.lf_filt,30.075036,64,1421
122,KPCOVID-0067_S9.lf_filt,K002206_S40.lf_filt,27.954162,65,1421
123,KPCOVID-0097_S9.lf_filt,K002206_S40.lf_filt,32.922696,66,1421
124,KPCOVID-0111_S2.lf_filt,K002206_S40.lf_filt,39.58309,67,1421
125,KPCOVID-0112_S3.lf_filt,K002206_S40.lf_filt,21.499399999999998,68,1421
126,KPCOVID-0113_S4.lf_filt,K002206_S40.lf_filt,23.547006,69,1421
127,KPCOVID-0115_S6.lf_filt,K002206_S40.lf_filt,21.065192,70,1421
128,KPCOVID-0116_S7.lf_filt,K002206_S40.lf_filt,20.780258,71,1421
129,KPCOVID-0118_S9.lf_filt,K002206_S40.lf_filt,21.895648,72,1421
130,KPCOVID-0119_S10.lf_filt,K002206_S40.lf_filt,19.503481999999998,73,1421
131,KPCOVID-0120_S11.lf_filt,K002206_S40.lf_filt,24.597416000000003,74,1421
132,KPCOVID-0121_S12.lf_filt,K002206_S40.lf_filt,20.780258,75,1421
133,KPCOVID-0122_S1.lf_filt,K002206_S40.lf_filt,20.780258,76,1421
134,KPCOVID-0157_S6.lf_filt,K002206_S40.lf_filt,12.884898,77,1421
135,KPCOVID-0158_S7.lf_filt,K002206_S40.lf_filt,26.780258,78,1421
136,KPCOVID-0159_S8.lf_filt,K002206_S40.lf_filt,23.205638,79,1421
137,KPCOVID-0160_S9.lf_filt,K002206_S40.lf_filt,25.1292,80,1421
138,KPCOVID-0161_S10.lf_filt,K002206_S40.lf_filt,25.046636000000003,81,1421
139,KPCOVID-0162_S11.lf_filt,K002206_S40.lf_filt,24.780258,82,1421
140,KPCOVID-0163_S1.lf_filt,K002206_S40.lf_filt,24.486778,83,1421
141,KPCOVID-0164_S2.lf_filt,K002206_S40.lf_filt,25.699184,84,1421
142,KPCOVID-0165_S3.lf_filt,K002206_S40.lf_filt,22.416472,85,1421
143,KPCOVID-0167_S4.lf_filt,K002206_S40.lf_filt,24.780258,86,1421
144,KPCOVID-0168_S5.lf_filt,K002206_S40.lf_filt,24.732242,87,1421
145,KPCOVID-0171_S8.lf_filt,K002206_S40.lf_filt,25.718616,88,1421
146,KPCOVID-0172_S9.lf_filt,K002206_S40.lf_filt,24.994286,89,1421
147,KPCOVID-0173_S10.lf_filt,K002206_S40.lf_filt,25.21358,90,1421
148,KPCOVID-0174_S11.lf_filt,K002206_S40.lf_filt,25.108214,91,1421
149,KPCOVID-0293_S8.lf_filt,K002206_S40.lf_filt,36.642294,92,1421
150,KPCOVID-0299_S13.lf_filt,K002206_S40.lf_filt,39.324058,93,1421
151,KPCOVID-0300_S14.lf_filt,K002206_S40.lf_filt,31.162408,94,1421
152,KPCOVID-040-R_S13.lf_filt,K002206_S40.lf_filt,32.794606,95,1421
153,KPCOVID-191_S72.lf_filt,K002206_S40.lf_filt,48.979844,96,1421
154,KPCOVID-192_S73.lf_filt,K002206_S40.lf_filt,33.751728,97,1421
155,KPCOVID-193_S8.lf_filt,K002206_S40.lf_filt,24.930038,98,1421
156,KPCOVID-194_S9.lf_filt,K002206_S40.lf_filt,25.974854,99,1421
157,KPCOVID-195_S10.lf_filt,K002206_S40.lf_filt,33.751149999999996,100,1421
158,KPCOVID-196_S77.lf_filt,K002206_S40.lf_filt,48.082014,101,1421
159,KPCOVID-260_S62.lf_filt,K002206_S40.lf_filt,59.598076000000006,102,1421
160,KPCOVID-261_S63.lf_filt,K002206_S40.lf_filt,51.75195,103,1421
161,KPCOVID-458_S39.lf_filt,K002206_S40.lf_filt,30.780258,104,1421
162,KPCOVID-460_S41.lf_filt,K002206_S40.lf_filt,24.780258,105,1421
163,KPCOVID-462_S43.lf_filt,K002206_S40.lf_filt,22.808036,106,1421
164,KPCOVID-550_S22.lf_filt,K002206_S40.lf_filt,26.595153999999997,107,1421
165,KPCOVID-555_S27.lf_filt,K002206_S40.lf_filt,34.660508,108,1421
166,KPCOVID-556_S28.lf_filt,K002206_S40.lf_filt,14.148888000000001,109,1421
167,KPCOVID-558_S30.lf_filt,K002206_S40.lf_filt,31.478302,110,1421
168,KPCOVID-561_S33.lf_filt,K002206_S40.lf_filt,23.585148,111,1421
169,KPCOVID-563_S35.lf_filt,K002206_S40.lf_filt,26.661696,112,1421
170,KPCOVID-564_S36.lf_filt,K002206_S40.lf_filt,29.901262,113,1421
171,KPCOVID-567_S38.lf_filt,K002206_S40.lf_filt,26.125084,114,1421
172,KPCOVID-568_S39.lf_filt,K002206_S40.lf_filt,16.817944,115,1421
173,KPCOVID-569_S40.lf_filt,K002206_S40.lf_filt,33.470468,116,1421
174,KPCOVID-74_S4.lf_filt,K002206_S40.lf_filt,36.036416,117,1421
175,KPCOVID-75_S5.lf_filt,K002206_S40.lf_filt,31.596384,118,1421
176,KPCOVID-80_S10.lf_filt,K002206_S40.lf_filt,39.431804,119,1421
177,KPCOVID-81_S11.lf_filt,K002206_S40.lf_filt,35.135524000000004,120,1421
178,KPCOVID-84_S2.lf_filt,K002206_S40.lf_filt,38.15957,121,1421
179,KPCOVID-88_S6.lf_filt,K002206_S40.lf_filt,30.882924000000003,122,1421
180,KPCOVID-89_S7.lf_filt,K002206_S40.lf_filt,37.092714,123,1421
181,KPCOVID-91_S9.lf_filt,K002206_S40.lf_filt,37.13768,124,1421
0,K002208_S41.lf_filt,K002209_S42.lf_filt,35.420364000000006,36,1421
1,K002208_S41.lf_filt,K002210_S43.lf_filt,35.074622000000005,37,1421
2,K002208_S41.lf_filt,K002211_S44.lf_filt,30.023854,38,1421
3,K002208_S41.lf_filt,K002454_S10.lf_filt,30.504926,39,1421
4,K002208_S41.lf_filt,K002455_S11.lf_filt,22.738202,40,1421
5,K002208_S41.lf_filt,K002456_S12.lf_filt,22.766306,41,1421
6,K002208_S41.lf_filt,K002457_S13.lf_filt,22.862066000000002,42,1421
7,K002208_S41.lf_filt,K002460_S16.lf_filt,28.408986,43,1421
8,K002208_S41.lf_filt,K002461_S17.lf_filt,27.521900000000002,44,1421
9,K002208_S41.lf_filt,K002463_S19.lf_filt,36.85785,45,1421
10,K002208_S41.lf_filt,K002464_S20.lf_filt,33.13894,46,1421
11,K002208_S41.lf_filt,K002465_S21.lf_filt,34.575779999999995,47,1421
12,K002208_S41.lf_filt,K002466_S22.lf_filt,30.979544,48,1421
13,K002208_S41.lf_filt,K002467_S23.lf_filt,23.786106,49,1421
14,K002208_S41.lf_filt,K002472_S28.lf_filt,33.074622000000005,50,1421
15,K002208_S41.lf_filt,K002474_S30.lf_filt,32.410678000000004,51,1421
16,K002208_S41.lf_filt,KPCOVID-0007_S5.lf_filt,28.209077999999998,52,1421
17,K002208_S41.lf_filt,KPCOVID-0011_S9.lf_filt,23.467296,53,1421
18,K002208_S41.lf_filt,KPCOVID-0016_S4.lf_filt,30.799619999999997,54,1421
19,K002208_S41.lf_filt,KPCOVID-0017_S5.lf_filt,23.179894000000004,55,1421
20,K002208_S41.lf_filt,KPCOVID-0021REP_S7.lf_filt,56.572255999999996,56,1421
21,K002208_S41.lf_filt,KPCOVID-0026_S4.lf_filt,31.139028000000003,57,1421
22,K002208_S41.lf_filt,KPCOVID-0033_S11.lf_filt,32.052062,58,1421
23,K002208_S41.lf_filt,KPCOVID-0035_S1.lf_filt,31.170160000000003,59,1421
24,K002208_S41.lf_filt,KPCOVID-0041_S6.lf_filt,28.508788000000003,60,1421
25,K002208_S41.lf_filt,KPCOVID-0055_S9.lf_filt,24.527748,61,1421
26,K002208_S41.lf_filt,KPCOVID-0056_S10.lf_filt,30.824948,62,1421
27,K002208_S41.lf_filt,KPCOVID-0057_S11.lf_filt,35.434416,63,1421
28,K002208_S41.lf_filt,KPCOVID-0065_S7.lf_filt,36.453368,64,1421
29,K002208_S41.lf_filt,KPCOVID-0066_S8.lf_filt,29.910619999999998,65,1421
30,K002208_S41.lf_filt,KPCOVID-0067_S9.lf_filt,27.789746,66,1421
31,K002208_S41.lf_filt,KPCOVID-0097_S9.lf_filt,32.75828,67,1421
32,K002208_S41.lf_filt,KPCOVID-0111_S2.lf_filt,39.381782,68,1421
33,K002208_S41.lf_filt,KPCOVID-0112_S3.lf_filt,21.793764,69,1421
34,K002208_S41.lf_filt,KPCOVID-0113_S4.lf_filt,23.84137,70,1421
35,K002208_S41.lf_filt,KPCOVID-0115_S6.lf_filt,21.359556,71,1421
36,K002208_S41.lf_filt,KPCOVID-0116_S7.lf_filt,21.074622,72,1421
37,K002208_S41.lf_filt,KPCOVID-0118_S9.lf_filt,22.190012000000003,73,1421
38,K002208_S41.lf_filt,KPCOVID-0119_S10.lf_filt,19.797846,74,1421
39,K002208_S41.lf_filt,KPCOVID-0120_S11.lf_filt,24.89178,75,1421
40,K002208_S41.lf_filt,KPCOVID-0121_S12.lf_filt,21.074622,76,1421
41,K002208_S41.lf_filt,KPCOVID-0122_S1.lf_filt,21.074622,77,1421
42,K002208_S41.lf_filt,KPCOVID-0157_S6.lf_filt,30.609566,78,1421
43,K002208_S41.lf_filt,KPCOVID-0158_S7.lf_filt,27.074622,79,1421
44,K002208_S41.lf_filt,KPCOVID-0159_S8.lf_filt,25.967830000000003,80,1421
45,K002208_S41.lf_filt,KPCOVID-0160_S9.lf_filt,28.140544000000002,81,1421
46,K002208_S41.lf_filt,KPCOVID-0161_S10.lf_filt,25.341,82,1421
47,K002208_S41.lf_filt,KPCOVID-0162_S11.lf_filt,25.074622,83,1421
48,K002208_S41.lf_filt,KPCOVID-0163_S1.lf_filt,24.781142,84,1421
49,K002208_S41.lf_filt,KPCOVID-0164_S2.lf_filt,25.993547999999997,85,1421
50,K002208_S41.lf_filt,KPCOVID-0165_S3.lf_filt,22.710835999999997,86,1421
51,K002208_S41.lf_filt,KPCOVID-0167_S4.lf_filt,25.074622,87,1421
52,K002208_S41.lf_filt,KPCOVID-0168_S5.lf_filt,25.026606,88,1421
53,K002208_S41.lf_filt,KPCOVID-0171_S8.lf_filt,26.012980000000002,89,1421
54,K002208_S41.lf_filt,KPCOVID-0172_S9.lf_filt,25.28865,90,1421
55,K002208_S41.lf_filt,KPCOVID-0173_S10.lf_filt,25.699008,91,1421
56,K002208_S41.lf_filt,KPCOVID-0174_S11.lf_filt,25.402578000000002,92,1421
57,K002208_S41.lf_filt,KPCOVID-0293_S8.lf_filt,36.445334,93,1421
58,K002208_S41.lf_filt,KPCOVID-0299_S13.lf_filt,38.160426,94,1421
59,K002208_S41.lf_filt,KPCOVID-0300_S14.lf_filt,29.998776000000003,95,1421
60,K002208_S41.lf_filt,KPCOVID-040-R_S13.lf_filt,33.088969999999996,96,1421
61,K002208_S41.lf_filt,KPCOVID-191_S72.lf_filt,49.274208,97,1421
62,K002208_S41.lf_filt,KPCOVID-192_S73.lf_filt,34.046092,98,1421
63,K002208_S41.lf_filt,KPCOVID-193_S8.lf_filt,25.224402,99,1421
64,K002208_S41.lf_filt,KPCOVID-194_S9.lf_filt,26.269218000000002,100,1421
65,K002208_S41.lf_filt,KPCOVID-195_S10.lf_filt,34.045514,101,1421
66,K002208_S41.lf_filt,KPCOVID-196_S77.lf_filt,48.376378,102,1421
67,K002208_S41.lf_filt,KPCOVID-260_S62.lf_filt,59.24728,103,1421
68,K002208_S41.lf_filt,KPCOVID-261_S63.lf_filt,57.476618,104,1421
69,K002208_S41.lf_filt,KPCOVID-458_S39.lf_filt,31.074622,105,1421
70,K002208_S41.lf_filt,KPCOVID-460_S41.lf_filt,25.074622,106,1421
71,K002208_S41.lf_filt,KPCOVID-462_S43.lf_filt,23.102400000000003,107,1421
72,K002208_S41.lf_filt,KPCOVID-550_S22.lf_filt,38.826930000000004,108,1421
73,K002208_S41.lf_filt,KPCOVID-555_S27.lf_filt,33.496876,109,1421
74,K002208_S41.lf_filt,KPCOVID-556_S28.lf_filt,19.868063999999997,110,1421
75,K002208_S41.lf_filt,KPCOVID-558_S30.lf_filt,29.016026000000004,111,1421
76,K002208_S41.lf_filt,KPCOVID-561_S33.lf_filt,25.309815999999998,112,1421
77,K002208_S41.lf_filt,KPCOVID-563_S35.lf_filt,38.95606,113,1421
78,K002208_S41.lf_filt,KPCOVID-564_S36.lf_filt,26.047094,114,1421
79,K002208_S41.lf_filt,KPCOVID-567_S38.lf_filt,34.712204,115,1421
80,K002208_S41.lf_filt,KPCOVID-568_S39.lf_filt,28.842367999999997,116,1421
81,K002208_S41.lf_filt,KPCOVID-569_S40.lf_filt,29.54806,117,1421
82,K002208_S41.lf_filt,KPCOVID-74_S4.lf_filt,35.872,118,1421
83,K002208_S41.lf_filt,KPCOVID-75_S5.lf_filt,31.431967999999998,119,1421
84,K002208_S41.lf_filt,KPCOVID-80_S10.lf_filt,39.267388000000004,120,1421
85,K002208_S41.lf_filt,KPCOVID-81_S11.lf_filt,34.971108,121,1421
86,K002208_S41.lf_filt,KPCOVID-84_S2.lf_filt,37.995154,122,1421
87,K002208_S41.lf_filt,KPCOVID-88_S6.lf_filt,30.487104,123,1421
88,K002208_S41.lf_filt,KPCOVID-89_S7.lf_filt,37.061254,124,1421
89,K002208_S41.lf_filt,KPCOVID-91_S9.lf_filt,36.697848,125,1421
90,K002209_S42.lf_filt,K002208_S41.lf_filt,35.420364000000006,36,1421
91,K002210_S43.lf_filt,K002208_S41.lf_filt,35.074622000000005,37,1421
92,K002211_S44.lf_filt,K002208_S41.lf_filt,30.023854,38,1421
93,K002454_S10.lf_filt,K002208_S41.lf_filt,30.504926,39,1421
94,K002455_S11.lf_filt,K002208_S41.lf_filt,22.738202,40,1421
95,K002456_S12.lf_filt,K002208_S41.lf_filt,22.766306,41,1421
96,K002457_S13.lf_filt,K002208_S41.lf_filt,22.862066000000002,42,1421
97,K002460_S16.lf_filt,K002208_S41.lf_filt,28.408986,43,1421
98,K002461_S17.lf_filt,K002208_S41.lf_filt,27.521900000000002,44,1421
99,K002463_S19.lf_filt,K002208_S41.lf_filt,36.85785,45,1421
100,K002464_S20.lf_filt,K002208_S41.lf_filt,33.13894,46,1421
101,K002465_S21.lf_filt,K002208_S41.lf_filt,34.575779999999995,47,1421
102,K002466_S22.lf_filt,K002208_S41.lf_filt,30.979544,48,1421
103,K002467_S23.lf_filt,K002208_S41.lf_filt,23.786106,49,1421
104,K002472_S28.lf_filt,K002208_S41.lf_filt,33.074622000000005,50,1421
105,K002474_S30.lf_filt,K002208_S41.lf_filt,32.410678000000004,51,1421
106,KPCOVID-0007_S5.lf_filt,K002208_S41.lf_filt,28.209077999999998,52,1421
107,KPCOVID-0011_S9.lf_filt,K002208_S41.lf_filt,23.467296,53,1421
108,KPCOVID-0016_S4.lf_filt,K002208_S41.lf_filt,30.799619999999997,54,1421
109,KPCOVID-0017_S5.lf_filt,K002208_S41.lf_filt,23.179894000000004,55,1421
110,KPCOVID-0021REP_S7.lf_filt,K002208_S41.lf_filt,56.572255999999996,56,1421
111,KPCOVID-0026_S4.lf_filt,K002208_S41.lf_filt,31.139028000000003,57,1421
112,KPCOVID-0033_S11.lf_filt,K002208_S41.lf_filt,32.052062,58,1421
113,KPCOVID-0035_S1.lf_filt,K002208_S41.lf_filt,31.170160000000003,59,1421
114,KPCOVID-0041_S6.lf_filt,K002208_S41.lf_filt,28.508788000000003,60,1421
115,KPCOVID-0055_S9.lf_filt,K002208_S41.lf_filt,24.527748,61,1421
116,KPCOVID-0056_S10.lf_filt,K002208_S41.lf_filt,30.824948,62,1421
117,KPCOVID-0057_S11.lf_filt,K002208_S41.lf_filt,35.434416,63,1421
118,KPCOVID-0065_S7.lf_filt,K002208_S41.lf_filt,36.453368,64,1421
119,KPCOVID-0066_S8.lf_filt,K002208_S41.lf_filt,29.910619999999998,65,1421
120,KPCOVID-0067_S9.lf_filt,K002208_S41.lf_filt,27.789746,66,1421
121,KPCOVID-0097_S9.lf_filt,K002208_S41.lf_filt,32.75828,67,1421
122,KPCOVID-0111_S2.lf_filt,K002208_S41.lf_filt,39.381782,68,1421
123,KPCOVID-0112_S3.lf_filt,K002208_S41.lf_filt,21.793764,69,1421
124,KPCOVID-0113_S4.lf_filt,K002208_S41.lf_filt,23.84137,70,1421
125,KPCOVID-0115_S6.lf_filt,K002208_S41.lf_filt,21.359556,71,1421
126,KPCOVID-0116_S7.lf_filt,K002208_S41.lf_filt,21.074622,72,1421
127,KPCOVID-0118_S9.lf_filt,K002208_S41.lf_filt,22.190012000000003,73,1421
128,KPCOVID-0119_S10.lf_filt,K002208_S41.lf_filt,19.797846,74,1421
129,KPCOVID-0120_S11.lf_filt,K002208_S41.lf_filt,24.89178,75,1421
130,KPCOVID-0121_S12.lf_filt,K002208_S41.lf_filt,21.074622,76,1421
131,KPCOVID-0122_S1.lf_filt,K002208_S41.lf_filt,21.074622,77,1421
132,KPCOVID-0157_S6.lf_filt,K002208_S41.lf_filt,30.609566,78,1421
133,KPCOVID-0158_S7.lf_filt,K002208_S41.lf_filt,27.074622,79,1421
134,KPCOVID-0159_S8.lf_filt,K002208_S41.lf_filt,25.967830000000003,80,1421
135,KPCOVID-0160_S9.lf_filt,K002208_S41.lf_filt,28.140544000000002,81,1421
136,KPCOVID-0161_S10.lf_filt,K002208_S41.lf_filt,25.341,82,1421
137,KPCOVID-0162_S11.lf_filt,K002208_S41.lf_filt,25.074622,83,1421
138,KPCOVID-0163_S1.lf_filt,K002208_S41.lf_filt,24.781142,84,1421
139,KPCOVID-0164_S2.lf_filt,K002208_S41.lf_filt,25.993547999999997,85,1421
140,KPCOVID-0165_S3.lf_filt,K002208_S41.lf_filt,22.710835999999997,86,1421
141,KPCOVID-0167_S4.lf_filt,K002208_S41.lf_filt,25.074622,87,1421
142,KPCOVID-0168_S5.lf_filt,K002208_S41.lf_filt,25.026606,88,1421
143,KPCOVID-0171_S8.lf_filt,K002208_S41.lf_filt,26.012980000000002,89,1421
144,KPCOVID-0172_S9.lf_filt,K002208_S41.lf_filt,25.28865,90,1421
145,KPCOVID-0173_S10.lf_filt,K002208_S41.lf_filt,25.699008,91,1421
146,KPCOVID-0174_S11.lf_filt,K002208_S41.lf_filt,25.402578000000002,92,1421
147,KPCOVID-0293_S8.lf_filt,K002208_S41.lf_filt,36.445334,93,1421
148,KPCOVID-0299_S13.lf_filt,K002208_S41.lf_filt,38.160426,94,1421
149,KPCOVID-0300_S14.lf_filt,K002208_S41.lf_filt,29.998776000000003,95,1421
150,KPCOVID-040-R_S13.lf_filt,K002208_S41.lf_filt,33.088969999999996,96,1421
151,KPCOVID-191_S72.lf_filt,K002208_S41.lf_filt,49.274208,97,1421
152,KPCOVID-192_S73.lf_filt,K002208_S41.lf_filt,34.046092,98,1421
153,KPCOVID-193_S8.lf_filt,K002208_S41.lf_filt,25.224402,99,1421
154,KPCOVID-194_S9.lf_filt,K002208_S41.lf_filt,26.269218000000002,100,1421
155,KPCOVID-195_S10.lf_filt,K002208_S41.lf_filt,34.045514,101,1421
156,KPCOVID-196_S77.lf_filt,K002208_S41.lf_filt,48.376378,102,1421
157,KPCOVID-260_S62.lf_filt,K002208_S41.lf_filt,59.24728,103,1421
158,KPCOVID-261_S63.lf_filt,K002208_S41.lf_filt,57.476618,104,1421
159,KPCOVID-458_S39.lf_filt,K002208_S41.lf_filt,31.074622,105,1421
160,KPCOVID-460_S41.lf_filt,K002208_S41.lf_filt,25.074622,106,1421
161,KPCOVID-462_S43.lf_filt,K002208_S41.lf_filt,23.102400000000003,107,1421
162,KPCOVID-550_S22.lf_filt,K002208_S41.lf_filt,38.826930000000004,108,1421
163,KPCOVID-555_S27.lf_filt,K002208_S41.lf_filt,33.496876,109,1421
164,KPCOVID-556_S28.lf_filt,K002208_S41.lf_filt,19.868063999999997,110,1421
165,KPCOVID-558_S30.lf_filt,K002208_S41.lf_filt,29.016026000000004,111,1421
166,KPCOVID-561_S33.lf_filt,K002208_S41.lf_filt,25.309815999999998,112,1421
167,KPCOVID-563_S35.lf_filt,K002208_S41.lf_filt,38.95606,113,1421
168,KPCOVID-564_S36.lf_filt,K002208_S41.lf_filt,26.047094,114,1421
169,KPCOVID-567_S38.lf_filt,K002208_S41.lf_filt,34.712204,115,1421
170,KPCOVID-568_S39.lf_filt,K002208_S41.lf_filt,28.842367999999997,116,1421
171,KPCOVID-569_S40.lf_filt,K002208_S41.lf_filt,29.54806,117,1421
172,KPCOVID-74_S4.lf_filt,K002208_S41.lf_filt,35.872,118,1421
173,KPCOVID-75_S5.lf_filt,K002208_S41.lf_filt,31.431967999999998,119,1421
174,KPCOVID-80_S10.lf_filt,K002208_S41.lf_filt,39.267388000000004,120,1421
175,KPCOVID-81_S11.lf_filt,K002208_S41.lf_filt,34.971108,121,1421
176,KPCOVID-84_S2.lf_filt,K002208_S41.lf_filt,37.995154,122,1421
177,KPCOVID-88_S6.lf_filt,K002208_S41.lf_filt,30.487104,123,1421
178,KPCOVID-89_S7.lf_filt,K002208_S41.lf_filt,37.061254,124,1421
179,KPCOVID-91_S9.lf_filt,K002208_S41.lf_filt,36.697848,125,1421
0,K002209_S42.lf_filt,K002210_S43.lf_filt,33.803737999999996,38,1421
1,K002209_S42.lf_filt,K002211_S44.lf_filt,14.603489999999999,39,1421
2,K002209_S42.lf_filt,K002454_S10.lf_filt,31.803738,40,1421
3,K002209_S42.lf_filt,K002455_S11.lf_filt,33.962106,41,1421
4,K002209_S42.lf_filt,K002456_S12.lf_filt,33.990210000000005,42,1421
5,K002209_S42.lf_filt,K002457_S13.lf_filt,34.08597,43,1421
6,K002209_S42.lf_filt,K002460_S16.lf_filt,27.138102,44,1421
7,K002209_S42.lf_filt,K002461_S17.lf_filt,26.251016,45,1421
8,K002209_S42.lf_filt,K002463_S19.lf_filt,39.803737999999996,46,1421
9,K002209_S42.lf_filt,K002464_S20.lf_filt,37.061928,47,1421
10,K002209_S42.lf_filt,K002465_S21.lf_filt,35.874592,48,1421
11,K002209_S42.lf_filt,K002466_S22.lf_filt,29.70866,49,1421
12,K002209_S42.lf_filt,K002467_S23.lf_filt,22.515222,50,1421
13,K002209_S42.lf_filt,K002472_S28.lf_filt,31.803738,51,1421
14,K002209_S42.lf_filt,K002474_S30.lf_filt,33.70949,52,1421
15,K002209_S42.lf_filt,KPCOVID-0007_S5.lf_filt,26.938194000000003,53,1421
16,K002209_S42.lf_filt,KPCOVID-0011_S9.lf_filt,22.569999999999997,54,1421
17,K002209_S42.lf_filt,KPCOVID-0016_S4.lf_filt,29.528736000000002,55,1421
18,K002209_S42.lf_filt,KPCOVID-0017_S5.lf_filt,21.909010000000002,56,1421
19,K002209_S42.lf_filt,KPCOVID-0021REP_S7.lf_filt,55.301372,57,1421
20,K002209_S42.lf_filt,KPCOVID-0026_S4.lf_filt,30.326923999999998,58,1421
21,K002209_S42.lf_filt,KPCOVID-0033_S11.lf_filt,31.239958,59,1421
22,K002209_S42.lf_filt,KPCOVID-0035_S1.lf_filt,30.358055999999998,60,1421
23,K002209_S42.lf_filt,KPCOVID-0041_S6.lf_filt,27.696683999999998,61,1421
24,K002209_S42.lf_filt,KPCOVID-0055_S9.lf_filt,23.685792,62,1421
25,K002209_S42.lf_filt,KPCOVID-0056_S10.lf_filt,30.006964,63,1421
26,K002209_S42.lf_filt,KPCOVID-0057_S11.lf_filt,34.622312,64,1421
27,K002209_S42.lf_filt,KPCOVID-0065_S7.lf_filt,36.222176000000005,65,1421
28,K002209_S42.lf_filt,KPCOVID-0066_S8.lf_filt,29.098516,66,1421
29,K002209_S42.lf_filt,KPCOVID-0067_S9.lf_filt,26.977642,67,1421
30,K002209_S42.lf_filt,KPCOVID-0097_S9.lf_filt,31.946176,68,1421
31,K002209_S42.lf_filt,KPCOVID-0111_S2.lf_filt,38.606570000000005,69,1421
32,K002209_S42.lf_filt,KPCOVID-0112_S3.lf_filt,20.52288,70,1421
33,K002209_S42.lf_filt,KPCOVID-0113_S4.lf_filt,22.570486,71,1421
34,K002209_S42.lf_filt,KPCOVID-0115_S6.lf_filt,20.088672,72,1421
35,K002209_S42.lf_filt,KPCOVID-0116_S7.lf_filt,19.803738,73,1421
36,K002209_S42.lf_filt,KPCOVID-0118_S9.lf_filt,20.919128,74,1421
37,K002209_S42.lf_filt,KPCOVID-0119_S10.lf_filt,18.526961999999997,75,1421
38,K002209_S42.lf_filt,KPCOVID-0120_S11.lf_filt,23.620896,76,1421
39,K002209_S42.lf_filt,KPCOVID-0121_S12.lf_filt,19.803738,77,1421
40,K002209_S42.lf_filt,KPCOVID-0122_S1.lf_filt,19.803738,78,1421
41,K002209_S42.lf_filt,KPCOVID-0157_S6.lf_filt,31.908378,79,1421
42,K002209_S42.lf_filt,KPCOVID-0158_S7.lf_filt,25.803738,80,1421
43,K002209_S42.lf_filt,KPCOVID-0159_S8.lf_filt,24.696946,81,1421
44,K002209_S42.lf_filt,KPCOVID-0160_S9.lf_filt,26.86966,82,1421
45,K002209_S42.lf_filt,KPCOVID-0161_S10.lf_filt,24.070116,83,1421
46,K002209_S42.lf_filt,KPCOVID-0162_S11.lf_filt,23.803738,84,1421
47,K002209_S42.lf_filt,KPCOVID-0163_S1.lf_filt,23.510258,85,1421
48,K002209_S42.lf_filt,KPCOVID-0164_S2.lf_filt,25.131476,86,1421
49,K002209_S42.lf_filt,KPCOVID-0165_S3.lf_filt,21.439951999999998,87,1421
50,K002209_S42.lf_filt,KPCOVID-0167_S4.lf_filt,23.803738,88,1421
51,K002209_S42.lf_filt,KPCOVID-0168_S5.lf_filt,23.755722,89,1421
52,K002209_S42.lf_filt,KPCOVID-0171_S8.lf_filt,24.742096,90,1421
53,K002209_S42.lf_filt,KPCOVID-0172_S9.lf_filt,24.017766,91,1421
54,K002209_S42.lf_filt,KPCOVID-0173_S10.lf_filt,24.428124,92,1421
55,K002209_S42.lf_filt,KPCOVID-0174_S11.lf_filt,24.131694,93,1421
